DOH_Code,SPEED_Code,Facility_Name,Facility_Type,Ownership_Government,Region_Name,Region_PSGC,Province_Name,Province_PSGC,Municipality_Name,Municipality_PSGC,Barangay_Name,Barangay_PSGC,Latitude,Longitude,Source_lat_long,Precision_lat_long,Comment
,,SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,SAN ISIDRO,71244016,10.01372,124.29402,CHD,High,still to be confirmed
,,BATO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,BATO,72246007,10.01379,123.58032,CHD,High,still to be confirmed
12610,,LILOAN NORTE BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,LILOAN NORTE,71224030,10.01493,124.10489,CHD,High,
15384,7CEB764B,MANATAD BARANGAY HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,MANATAD,72246018,10.01501,123.56603,CHD,High,
,,CANSALONOY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,RONDA,72239000,CANSALONOY,72239004,10.015033,123.436952,Barangay Centroid,Low,still to be confirmed
,,CAMALI-AN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,CAMALI-AN,71246012,10.015355,124.4084,Barangay Centroid,Low,still to be confirmed
11702,,BOCANA HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,ILOG,64513000,BOCANA,64513004,10.0158,122.739,Barangay Centroid,Low,
14553,,BATASAN (BATASAN ISLAND) BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TUBIGON,71245000,BATASAN (BATASAN ISLAND),71245004,10.01589,123.98766,CHD,,
1625,8SLY653B,SANTA PAZ SUR BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SAN FRANCISCO,86413000,SANTA PAZ SUR,86413010,10.0168,125.2,Barangay Centroid,Low,
4953,,SIBONGA MUNICIPAL HEALTH OFFICE,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,POBLACION,72246021,10.01735,123.61966,NAMRIA 2000,Unknown,
13983,,BUGANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,SAN MIGUEL,71238000,BUGANG,71238003,10.018039,124.377234,Barangay Centroid,Low,
,,BAY-ANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,BAY-ANG,71246002,10.018338,124.439757,Barangay Centroid,Low,still to be confirmed
,,ELI BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,ELI,74612014,10.018875,123.09072,Barangay Centroid,Low,still to be confirmed
13984,,CORAZON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,SAN MIGUEL,71238000,CORAZON,71238009,10.019739,124.394527,Barangay Centroid,Low,
15381,,POBLACION BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,POBLACION,72246021,10.019967,123.614736,Barangay Centroid,Low,
,,BENLIW BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,BENLIW,71246005,10.020171,124.540953,Barangay Centroid,Low,still to be confirmed
14425,,HINLAYAGAN ILAYA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,HINLAYAGAN ILAYA,71244006,10.02065,124.34865,CHD,High,
15953,7NOR485B,OWACAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,OWACAN,74612020,10.02108,123.07543,CHD,High,
,,BANOG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,BANOG,74612007,10.02117,123.15463,CHD,High,still to be confirmed
,,BUTO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,BUTO,74612008,10.02117,123.14729,CHD,High,still to be confirmed
11697,,BARANGAY I POBLACION HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,ILOG,64513000,BARANGAY I (POB.),64513014,10.0215,122.771,Barangay Centroid,Low,
10424,,BINICUIL HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF KABANKALAN,64515000,BINICUIL,64515002,10.0228,122.826,Barangay Centroid,Low,
24271,,NAGA HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF KABANKALAN,64515000,BINICUIL,64515002,10.0231,122.829,Barangay Centroid,Low,
15156,,PAWA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,PAWA,72224030,10.02325,123.48617,CHD,High,
12775,,COGON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,COGON,71224015,10.02412,124.06907,CHD,High,
15383,,LAMACAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,LAMACAN,72246014,10.02461,123.60126,CHD,High,
14320,,BANLASAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,BANLASAN,71244001,10.02474,124.30463,CHD,High,
4863,,PADRE BURGOS COMMUNITY HOSPITAL,Government Hospital,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,PADRE BURGOS,86410000,SANTA SOFIA,86410011,10.025,125.018,NAMRIA 2000,Unknown,
,,HON. JOSE M. BOQUECOSA MEMORIAL HEALTH CENTER,TBD,,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,,,10.02501,123.4662,CHD,High,still to be confirmed
23796,,MAKAYA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,MAGKAYA,71209030,10.02503,124.14816,CHD,High,
3131,7NOR521H,PACUAN COMMUNITY PRIMARY HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,PACUAN,74613019,10.02528,123.23196,Google Map,Low,
,,CALANGGAMAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,CALANGGAMAN,71246027,10.025468,124.461439,Barangay Centroid,Low,still to be confirmed
2396,7NOR521R,LA LIBERTAD RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,POBLACION NORTH,74613023,10.0257,123.23237,HF SURVEY 2013,Unknown,
15926,,APANANGON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,APANANGON,74612003,10.02615,123.06485,CHD,High,
15161,,TUBOD-DUGOAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,TUBOD-DUGOAN,72224038,10.0264,123.5156,CHD,High,
1793,,ILOG RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,ILOG,64513000,,,10.02648,122.77544,NAMRIA 2000,Unknown,
14446,,KAUSWAGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,KAUSWAGAN,71244007,10.02657,124.26176,CHD,High,
,,MANUEL M. ROXAS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,MANUEL M. ROXAS,71244014,10.0266,124.36568,CHD,High,still to be confirmed
15162,7CEB384B,KANG-ACTOL BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,KANG-ACTOL,72224013,10.027119,123.463743,Barangay Centroid,Low,
15983,,POBLACION SOUTH BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,POBLACION SOUTH,74613024,10.027135,123.230634,Barangay Centroid,Low,
15152,7CEC407B,LAWAAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,LAWAAN,72224023,10.0282,123.43173,CHD,High,
,,AGUTAYON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,AGUTAYON,74612002,10.02842,123.17061,CHD,High,still to be confirmed
10391,,MAHALANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF HIMAMAYLAN,64510000,MAHALANG,64510010,10.0286,122.918,Barangay Centroid,Low,
23797,,NUEVA MONTANA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,NUEVA MONTANA,71209033,10.02896,124.17977,CHD,High,
12624,,NABUAD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,NABUAD,71224039,10.02913,124.09212,CHD,High,
,,LACAON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,LACAON,74612015,10.02936,123.15471,CHD,High,still to be confirmed
14589,,TUBOG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,TUBOG,71246049,10.029618,124.415487,Barangay Centroid,Low,
12602,,INABANGA RURAL HEALTH UNIT II,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,POBLACION,71224042,10.0305,124.065,NAMRIA 2000,Unknown,
4312,,PADRE BURGOS RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,PADRE BURGOS,86410000,,,10.03081,125.01711,CHD,High,
12764,,INABANGA MAIN HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,ILAUD (POB.),71224023,10.03115,124.06513,CHD,High,
5862,,INABANGA RURAL HEALTH UNIT I,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,POBLACION,71224042,10.0316,124.06392,NAMRIA 2000,Unknown,
14581,,PADRE BURGOS MAIN HEALTH CENTER,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,PADRE BURGOS,86410000,POBLACION,86410007,10.032262,125.016308,Barangay Centroid,Low,
14420,,HINLAYAGAN ILAUD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,HINLAYAGAN ILAUD,71244005,10.03333,124.34768,CHD,High,
545,7BOH481H,FRANCISCO DAGOHOY MUNICIPAL HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,CAGAYAN,71224011,10.03405,124.06789,Google Map,Low,
14640,,SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,MACROHON,86408000,SAN ROQUE,86408019,10.0349,125.006,Barangay Centroid,Low,
,,SINANDIGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,SINANDIGAN,71246044,10.034907,124.530331,Barangay Centroid,Low,still to be confirmed
,,BOOD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,BOOD,71246008,10.035223,124.478474,Barangay Centroid,Low,still to be confirmed
23795,,LAPACAN NORTE BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,LAPACAN NORTE,71209025,10.03687,124.13,CHD,High,
,,CAMBOAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,CAMBOANG,72224011,10.03719,123.42534,CHD,High,still to be confirmed
15979,7NOR526B,PACUAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,PACUAN,74612021,10.0373,123.1585,CHD,High,
,,MAHAGBU BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,MAHAGBU,71244013,10.03871,124.38051,CHD,High,still to be confirmed
1615,,MARAYAG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SAN FRANCISCO,86413000,MARAYAG,86413006,10.039001,125.192821,Barangay Centroid,Low,
,,MAHANLUD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,JIMALALUD,74612000,MAHANLUD,74612016,10.03972,123.14945,CHD,High,still to be confirmed
11692,,ANDULAUAN HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,ILOG,64513000,ANDULAUAN,64513001,10.0402,122.796,Barangay Centroid,Low,
5353,7BOH922H,DON EMILIO DEL VALLE MEMORIAL HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,BOOD,71246008,10.0408,124.47715,Google Map,High,
,,BULAK HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,BULAK,72224003,10.04137,123.50618,CHD,High,still to be confirmed
15382,7CEB762B,CANDAGUIT BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,CANDAGUIT,72246010,10.04251,123.62215,CHD,High,
,,CANTOMUGCAD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,CANTOMUGCAD,71209014,10.042585,124.133039,Barangay Centroid,Low,still to be confirmed
11698,,BARANGAY II POBLACION HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,ILOG,64513000,BARANGAY II (POB.),64513015,10.0426,122.769,Barangay Centroid,Low,
14569,,TIPOLO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,TIPOLO,71246048,10.043412,124.499368,Barangay Centroid,Low,
,,TUBORAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,TUBORAN,71246050,10.043439,124.425078,Barangay Centroid,Low,still to be confirmed
,,CASATE BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,CASATE,71246015,10.043685,124.452333,Barangay Centroid,Low,still to be confirmed
,,SANTO TOMAS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,SANTO TOMAS,71244018,10.04369,124.32482,CHD,High,still to be confirmed
14357,,CATOOGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,CATOOGAN,71244003,10.04525,124.40347,CHD,High,
10379,,LUBANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,LUBANG,71209028,10.04527,124.19357,CHD,High,
10440,,DAAN BANUA HEALTH CENTER,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF KABANKALAN,64515000,DAAN BANUA,64515007,10.047,122.814,Barangay Centroid,Low,
14464,,MABUHAY CABIGOHAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,MABUHAY CABIGOHAN,71244012,10.04738,124.34591,CHD,High,
,,KATARUNGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,KATARUNGAN,71246016,10.049223,124.485942,Barangay Centroid,Low,still to be confirmed
10377,,DAIT BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,DAIT,71209020,10.04982,124.11225,CHD,High,
,,GUIHOB BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,GUIHOB,74613009,10.051343,123.138851,Barangay Centroid,Low,still to be confirmed
14566,,FATIMA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,FATIMA,71246018,10.051541,124.477093,Barangay Centroid,Low,
10402,,SU-AY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF HIMAMAYLAN,64510000,SU-AY,64510013,10.0518,122.836,Barangay Centroid,Low,
14449,,KINAN-OAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,KINAN-OAN,71244008,10.05194,124.32558,CHD,High,
,,MANGYAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,MANGYAN,72246019,10.05207,123.60511,CHD,High,still to be confirmed
15159,7CEB381B,BALAYGTIKI BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,BALAYGTIKI,72224001,10.05223,123.47361,CHD,High,
15986,7NOR528B,SOLONGON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,SOLONGON,74613026,10.053764,123.216744,Barangay Centroid,Low,
14563,,UBAY - MAIN HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,,,10.0547,124.474,NAMRIA 2000,unknown,
14571,,UNION BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,UNION,71246052,10.055,124.472,NAMRIA 2000,unknown,
,,BAGONGBANWA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TUBIGON,71245000,BAGONGBANWA,71245001,10.055179,123.899372,Barangay Centroid,Low,still to be confirmed
6827,,UBAY RURAL HEALTH UNIT I,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,POBLACION,71246034,10.0553,124.47293,NAMRIA 2000,Unknown,
1667,7BOH923H,PRES. CARLOS P. GARCIA MUNICIPAL HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,POBLACION,71246034,10.055362,124.470194,Barangay Centroid,Low,
14454,,LA UNION BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,LA UNION,71244009,10.05546,124.37143,CHD,High,
14811,,SAUB BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SAN RICARDO,86415000,SAUB,86415011,10.0555,125.23,Barangay Centroid,Low,
2989,,L.G. CUTAMORA COMMUNITY HOSPITAL,Private Hospital,,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,FATIMA,71246018,10.05557,124.47533,Google Map,Low,
,,SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,SAN ISIDRO,71246038,10.055856,124.502896,Barangay Centroid,Low,still to be confirmed
,,CAMAMBUGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,CAMAMBUGAN,71246013,10.056218,124.436272,Barangay Centroid,Low,still to be confirmed
,,SAYAO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,SAYAO,72246023,10.05632,123.5886,CHD,High,still to be confirmed
215,,SAN FRANCISCO RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SAN FRANCISCO,86413000,,,10.05633,125.15796,CHD,High,
10404,,TO-OY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF HIMAMAYLAN,64510000,TO-OY,64510015,10.0564,122.86,Barangay Centroid,Low,
10374,,CANGAWA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,CANGAWA,71209013,10.05645,124.11558,CHD,High,
,,ABUGON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,SIBONGA,72246000,ABUGON,72246001,10.05695,123.62555,CHD,High,still to be confirmed
10387,,CARABALAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VI (WESTERN VISAYAS),60000000,NEGROS OCCIDENTAL,64500000,CITY OF HIMAMAYLAN,64510000,CARABALAN,64510005,10.0574,122.967,Barangay Centroid,Low,
,,BAUD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,PRES. CARLOS P. GARCIA (PITOGO),71235000,BAUD,71235004,10.058137,124.545596,Barangay Centroid,Low,still to be confirmed
14564,,POBLACION BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,POBLACION,71246034,10.058362,124.473194,Barangay Centroid,Low,
23793,,CANTUBA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,CANTUBA,71209016,10.05896,124.12447,CHD,High,
15151,7CEB386B,POBLACION LOOC BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,POBLACION LOOC,72224032,10.0593,123.43245,CHD,High,
6660,,DUMANJUG RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,CEBU,72200000,DUMANJUG,72224000,POBLACION CENTRAL,72224039,10.05951,123.43369,NAMRIA 2000,Unknown,
,,LUNGSODAAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,PADRE BURGOS,86410000,LUNGSODAAN,86410005,10.060472,125.010014,Barangay Centroid,Low,Still to be confirmed
,,TAPON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,UBAY,71246000,TAPON,71246046,10.061407,124.45767,Barangay Centroid,Low,still to be confirmed
,,SOOM BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,TRINIDAD,71244000,SOOM,71244019,10.06174,124.39444,CHD,High,still to be confirmed
12788,7CEB715B,LAWIS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,INABANGA,71224000,LAWIS,71224029,10.06226,124.06322,CHD,High,
,,ELECIA (TALOSTOS) BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,LA LIBERTAD,74613000,ELECIA (TALOSTOS),74613029,10.062694,123.109932,Barangay Centroid,Low,still to be confirmed
23798,,OVERLAND BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,BOHOL,71200000,BUENAVISTA,71209000,OVERLAND,71209034,10.06445,124.1787,CHD,High,
14638,,AGUINALDO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,MACROHON,86408000,AGUINALDO,86408001,10.0645,124.958,Barangay Centroid,Low,
19170,4BPAL850B,TINITIAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,ROXAS,175318000,TINITIAN,175318026,10.06485,119.19811,NAMRIA 2013,High,
